Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Wilone O'Kielt,USA,Orange Choco,2024-02-28,7481.93,38,196.89,2024,February,Q1
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31,239.3,2024,March,Q1
Gigi Bohling,USA,After Nines,2024-01-14,1969.06,235,8.38,2024,January,Q1
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159,45.27,2024,February,Q1
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,11719.06,87,134.7,2024,August,Q3
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63,43.73,2024,May,Q2
Husein Augar,USA,White Choc,2024-07-13,2438.56,61,39.98,2024,July,Q3
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144,53.21,2024,April,Q2
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23,212.44,2024,June,Q2
Curtice Advani,UK,50% Dark Bites,2024-03-08,3572.26,156,22.9,2024,March,Q1
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,6937.75,94,73.81,2024,March,Q1
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221,8.78,2024,June,Q2
Gigi Bohling,UK,Drinking Coco,2024-06-30,6173.15,46,134.2,2024,June,Q2
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116,26.77,2024,July,Q3
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,3691.6,154,23.97,2024,August,Q3
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324,12.19,2024,July,Q3
Barr Faughny,USA,85% Dark Bars,2024-08-25,13497.17,49,275.45,2024,August,Q3
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241,18.21,2024,January,Q1
Jan Morforth,Australia,70% Dark Bites,2024-03-04,6310.98,366,17.24,2024,March,Q1
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,9693.37,4,2423.34,2024,August,Q3
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,2348.2,266,8.83,2024,April,Q2
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,2518.5,24,104.94,2024,March,Q1
Camilla Castle,USA,Raspberry Choco,2024-05-20,3516.72,17,206.87,2024,May,Q2
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44,381.99,2024,June,Q2
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70,24.81,2024,April,Q2
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168,47.02,2024,July,Q3
Madelene Upcott,India,Mint Chip Choco,2024-08-24,4016.89,71,56.58,2024,August,Q3
Jehu Rudeforth,India,Eclairs,2024-02-24,9642.62,140,68.88,2024,February,Q1
Karlen McCaffrey,Canada,Raspberry Choco,2024-05-09,773.7,217,3.57,2024,May,Q2
Kaine Padly,Australia,70% Dark Bites,2024-02-08,7852.03,240,32.72,2024,February,Q1
Roddy Speechley,UK,70% Dark Bites,2024-03-24,1649.57,293,5.63,2024,March,Q1
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,9333.45,78,119.66,2024,June,Q2
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,1540.11,117,13.16,2024,March,Q1
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,7840.94,82,95.62,2024,June,Q2
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,17102.97,267,64.06,2024,February,Q1
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,11496.42,49,234.62,2024,January,Q1
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,3072.89,166,18.51,2024,May,Q2
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7,2141.54,2024,July,Q3
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,3170.18,49,64.7,2024,August,Q3
Karlen McCaffrey,Australia,After Nines,2024-08-11,2528.14,67,37.73,2024,August,Q3
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,8551.6,208,41.11,2024,January,Q1
Gunar Cockshoot,Australia,50% Dark Bites,2024-03-02,13072.95,119,109.86,2024,March,Q1
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,11987.26,41,292.37,2024,July,Q3
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,18385.44,116,158.5,2024,March,Q1
Beverie Moffet,USA,85% Dark Bars,2024-08-23,14028.4,344,40.78,2024,August,Q3
Roddy Speechley,USA,Eclairs,2024-04-25,4812.71,169,28.48,2024,April,Q2
Dennison Crosswaite,UK,Milk Bars,2024-03-07,11963.91,446,26.82,2024,March,Q1
Wilone O'Kielt,UK,Organic Choco Syrup,2024-07-12,5574.83,52,107.21,2024,July,Q3
Madelene Upcott,USA,Orange Choco,2024-05-16,9205.15,144,63.92,2024,May,Q2
Gunar Cockshoot,India,Smooth Sliky Salty,2024-03-02,4133.74,69,59.91,2024,March,Q1
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,1312.23,164,8.0,2024,May,Q2
Marney O'Breen,UK,Manuka Honey Choco,2024-06-10,11735.75,185,63.44,2024,June,Q2
Brien Boise,USA,99% Dark & Pure,2024-07-25,7650.76,358,21.37,2024,July,Q3
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,4994.93,98,50.97,2024,June,Q2
Dennison Crosswaite,USA,Milk Bars,2024-05-12,890.78,62,14.37,2024,May,Q2
Gunar Cockshoot,USA,Drinking Coco,2024-05-09,4142.16,5,828.43,2024,May,Q2
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,7308.24,178,41.06,2024,August,Q3
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,6833.86,115,59.42,2024,April,Q2
Andria Kimpton,USA,Caramel Stuffed Bars,2024-05-02,8878.27,47,188.9,2024,May,Q2
Dotty Strutley,USA,99% Dark & Pure,2024-08-09,4134.93,307,13.47,2024,August,Q3
Camilla Castle,Australia,Raspberry Choco,2024-08-23,6641.89,188,35.33,2024,August,Q3
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,7117.3,174,40.9,2024,May,Q2
Karlen McCaffrey,USA,Manuka Honey Choco,2024-02-01,11815.59,68,173.76,2024,February,Q1
Camilla Castle,USA,50% Dark Bites,2024-06-23,6962.79,303,22.98,2024,June,Q2
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,11786.42,147,80.18,2024,May,Q2
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,1200.19,224,5.36,2024,April,Q2
Camilla Castle,Canada,70% Dark Bites,2024-07-27,10791.08,166,65.01,2024,July,Q3
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,26170.95,224,116.83,2024,January,Q1
Jan Morforth,India,Choco Coated Almonds,2024-08-12,2987.81,136,21.97,2024,August,Q3
Gigi Bohling,Canada,Almond Choco,2024-02-01,11705.99,47,249.06,2024,February,Q1
Rafaelita Blaksland,India,After Nines,2024-03-02,5256.03,201,26.15,2024,March,Q1
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,3794.1,36,105.39,2024,June,Q2
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,9655.3,97,99.54,2024,January,Q1
Brien Boise,USA,Milk Bars,2024-07-07,16001.54,133,120.31,2024,July,Q3
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,1386.1,104,13.33,2024,January,Q1
Beverie Moffet,UK,99% Dark & Pure,2024-08-10,3821.76,122,31.33,2024,August,Q3
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,15722.43,351,44.79,2024,August,Q3
Brien Boise,New Zealand,White Choc,2024-06-15,6287.25,340,18.49,2024,June,Q2
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,9831.97,9,1092.44,2024,January,Q1
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,90.36,73,1.24,2024,April,Q2
Mallorie Waber,Canada,White Choc,2024-03-03,3799.5,71,53.51,2024,March,Q1
Kaine Padly,Australia,Almond Choco,2024-02-22,4674.2,422,11.08,2024,February,Q1
Oby Sorrel,USA,Smooth Sliky Salty,2024-03-04,4011.83,169,23.74,2024,March,Q1
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9,381.09,2024,July,Q3
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,4920.68,380,12.95,2024,June,Q2
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,10049.72,118,85.17,2024,August,Q3
Oby Sorrel,USA,Baker's Choco Chips,2024-08-12,8485.1,120,70.71,2024,August,Q3
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,6030.31,351,17.18,2024,January,Q1
Kelci Walkden,Australia,Orange Choco,2024-04-29,13331.77,443,30.09,2024,April,Q2
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,15245.95,233,65.43,2024,April,Q2
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,11618.55,133,87.36,2024,January,Q1
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,2629.59,98,26.83,2024,May,Q2
Kelci Walkden,Australia,White Choc,2024-08-24,10089.49,168,60.06,2024,August,Q3
Curtice Advani,India,85% Dark Bars,2024-01-18,308.24,402,0.77,2024,January,Q1
Kaine Padly,USA,Eclairs,2024-08-22,7978.76,10,797.88,2024,August,Q3
Gunar Cockshoot,UK,99% Dark & Pure,2024-03-07,8.16,84,0.1,2024,March,Q1
Beverie Moffet,UK,Choco Coated Almonds,2024-03-04,3303.13,73,45.25,2024,March,Q1
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,13959.74,113,123.54,2024,April,Q2
Kaine Padly,Australia,Milk Bars,2024-06-09,4251.42,91,46.72,2024,June,Q2
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,9885.53,217,45.56,2024,July,Q3
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,12864.47,93,138.33,2024,August,Q3
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,5245.6,144,36.43,2024,August,Q3
Jehu Rudeforth,UK,Milk Bars,2024-05-03,14345.5,219,65.5,2024,May,Q2
Husein Augar,Canada,After Nines,2024-01-19,11462.19,288,39.8,2024,January,Q1
Roddy Speechley,USA,50% Dark Bites,2024-02-11,11667.94,306,38.13,2024,February,Q1
Van Tuxwell,India,Almond Choco,2024-06-14,7455.17,383,19.47,2024,June,Q2
Kelci Walkden,USA,50% Dark Bites,2024-03-23,7203.64,234,30.78,2024,March,Q1
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,8081.58,105,76.97,2024,February,Q1
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,2055.4,485,4.24,2024,March,Q1
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,6476.09,304,21.3,2024,June,Q2
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,17490.08,289,60.52,2024,August,Q3
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,13644.0,281,48.56,2024,July,Q3
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,2930.46,70,41.86,2024,March,Q1
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,22717.09,143,158.86,2024,April,Q2
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,9471.72,248,38.19,2024,January,Q1
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,3400.47,92,36.96,2024,January,Q1
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,10696.21,201,53.21,2024,February,Q1
Andria Kimpton,UK,Milk Bars,2024-02-11,17101.67,307,55.71,2024,February,Q1
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,18936.88,180,105.2,2024,March,Q1
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,6015.37,136,44.23,2024,January,Q1
Brien Boise,India,Raspberry Choco,2024-05-30,7623.58,162,47.06,2024,May,Q2
Jehu Rudeforth,USA,99% Dark & Pure,2024-01-04,2996.83,227,13.2,2024,January,Q1
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,1718.97,260,6.61,2024,April,Q2
Gigi Bohling,Canada,Milk Bars,2024-02-10,3523.33,114,30.91,2024,February,Q1
Dotty Strutley,India,Spicy Special Slims,2024-08-12,1092.36,209,5.23,2024,August,Q3
Gunar Cockshoot,USA,Organic Choco Syrup,2024-08-10,2495.71,310,8.05,2024,August,Q3
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,813.41,58,14.02,2024,June,Q2
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,2489.06,81,30.73,2024,June,Q2
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-04-05,5701.35,201,28.36,2024,April,Q2
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,5084.32,126,40.35,2024,April,Q2
Andria Kimpton,India,50% Dark Bites,2024-01-31,15789.48,16,986.84,2024,January,Q1
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,6541.75,141,46.4,2024,August,Q3
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,11409.11,217,52.58,2024,February,Q1
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,19258.41,99,194.53,2024,February,Q1
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,5074.86,201,25.25,2024,January,Q1
Brien Boise,UK,Almond Choco,2024-05-25,115.9,120,0.97,2024,May,Q2
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,2797.19,9,310.8,2024,February,Q1
Rafaelita Blaksland,UK,Eclairs,2024-04-27,1608.04,75,21.44,2024,April,Q2
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,2960.99,133,22.26,2024,July,Q3
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260,14.24,2024,January,Q1
Curtice Advani,USA,Mint Chip Choco,2024-08-24,5679.57,285,19.93,2024,August,Q3
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20,338.21,2024,January,Q1
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,1108.85,87,12.75,2024,March,Q1
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160,59.23,2024,January,Q1
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,5301.93,155,34.21,2024,February,Q1
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,8041.25,43,187.01,2024,April,Q2
Gigi Bohling,Canada,Drinking Coco,2024-07-06,3716.17,89,41.75,2024,July,Q3
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222,20.68,2024,April,Q2
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,1928.33,217,8.89,2024,March,Q1
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,1225.12,186,6.59,2024,August,Q3
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,11326.55,296,38.27,2024,June,Q2
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,3063.08,301,10.18,2024,June,Q2
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,7093.33,233,30.44,2024,July,Q3
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120,2.81,2024,August,Q3
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158,23.83,2024,February,Q1
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68,10.23,2024,August,Q3
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111,131.62,2024,May,Q2
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96,55.19,2024,July,Q3
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132,34.49,2024,January,Q1
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,9099.26,199,45.72,2024,January,Q1
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239,2.53,2024,June,Q2
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46,68.96,2024,June,Q2
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74,64.02,2024,August,Q3
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142,107.05,2024,March,Q1
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106,74.65,2024,January,Q1
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269,52.75,2024,February,Q1
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259,36.01,2024,February,Q1
Barr Faughny,USA,Almond Choco,2024-02-03,434.42,83,5.23,2024,February,Q1
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132,11.35,2024,March,Q1
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155,20.16,2024,January,Q1
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54,43.63,2024,July,Q3
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55,155.42,2024,January,Q1
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52,232.58,2024,July,Q3
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46,46.07,2024,March,Q1
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220,13.81,2024,August,Q3
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382,13.58,2024,June,Q2
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180,29.91,2024,July,Q3
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249,26.41,2024,February,Q1
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59,107.63,2024,June,Q2
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28,267.43,2024,June,Q2
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7,999.65,2024,August,Q3
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324,40.38,2024,January,Q1
Beverie Moffet,USA,White Choc,2024-03-11,5964.72,136,43.86,2024,March,Q1
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377,17.64,2024,June,Q2
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31,84.07,2024,August,Q3
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24,150.67,2024,January,Q1
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210,17.42,2024,April,Q2
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314,6.36,2024,April,Q2
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213,16.99,2024,May,Q2
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492,11.26,2024,July,Q3
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86,16.08,2024,February,Q1
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81,15.11,2024,July,Q3
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,8043.29,344,23.38,2024,August,Q3
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7,982.64,2024,August,Q3
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94,100.22,2024,June,Q2
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293,8.59,2024,January,Q1
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529,8.19,2024,June,Q2
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111,14.31,2024,August,Q3
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,8959.38,271,33.06,2024,June,Q2
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46,204.54,2024,June,Q2
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268,12.37,2024,July,Q3
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210,52.0,2024,May,Q2
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154,49.39,2024,August,Q3
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33,56.36,2024,April,Q2
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259,6.73,2024,July,Q3
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57,13.3,2024,August,Q3
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138,0.91,2024,January,Q1
Curtice Advani,USA,Drinking Coco,2024-02-07,6170.75,149,41.41,2024,February,Q1
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273,25.15,2024,May,Q2
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113,77.66,2024,June,Q2
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6,1737.14,2024,June,Q2
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231,32.04,2024,May,Q2
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129,19.36,2024,January,Q1
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152,45.22,2024,May,Q2
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304,6.63,2024,June,Q2
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95,85.03,2024,March,Q1
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538,20.72,2024,April,Q2
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236,20.08,2024,May,Q2
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185,9.97,2024,May,Q2
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19,66.53,2024,May,Q2
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306,24.6,2024,June,Q2
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268,45.77,2024,March,Q1
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230,76.79,2024,July,Q3
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120,46.0,2024,August,Q3
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11,973.89,2024,March,Q1
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29,290.23,2024,April,Q2
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54,184.93,2024,May,Q2
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,15629.82,89,175.62,2024,January,Q1
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100,62.24,2024,January,Q1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95,81.44,2024,July,Q3
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162,30.0,2024,May,Q2
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62,28.3,2024,July,Q3
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24,37.38,2024,February,Q1
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182,58.28,2024,May,Q2
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192,56.1,2024,July,Q3
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203,20.28,2024,June,Q2
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321,16.15,2024,June,Q2
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58,120.26,2024,March,Q1
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161,0.62,2024,July,Q3
Andria Kimpton,UK,White Choc,2024-05-12,10203.47,109,93.61,2024,May,Q2
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148,34.33,2024,April,Q2
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381,18.81,2024,April,Q2
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95,73.96,2024,March,Q1
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251,32.93,2024,January,Q1
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53,28.61,2024,August,Q3
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72,17.48,2024,July,Q3
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126,27.83,2024,June,Q2
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83,132.16,2024,April,Q2
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347,24.33,2024,August,Q3
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112,98.22,2024,August,Q3
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4,1746.9,2024,July,Q3
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21,177.86,2024,March,Q1
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,17346.79,32,542.09,2024,January,Q1
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349,47.33,2024,April,Q2
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778,9.82,2024,January,Q1
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49,210.96,2024,July,Q3
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,1367.24,384,3.56,2024,April,Q2
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191,2.99,2024,August,Q3
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,2012.27,259,7.77,2024,June,Q2
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29,50.66,2024,July,Q3
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113,88.67,2024,February,Q1
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304,6.3,2024,April,Q2
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101,0.73,2024,June,Q2
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21,133.06,2024,March,Q1
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54,59.11,2024,July,Q3
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98,24.97,2024,May,Q2
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313,24.59,2024,March,Q1
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132,111.6,2024,July,Q3
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111,83.98,2024,May,Q2
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88,209.93,2024,March,Q1
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54,137.73,2024,June,Q2
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58,251.4,2024,May,Q2
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115,29.48,2024,June,Q2
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182,21.8,2024,April,Q2
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120,9.04,2024,August,Q3
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51,405.69,2024,February,Q1
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121,73.8,2024,March,Q1
Jan Morforth,India,Baker's Choco Chips,2024-08-01,15497.27,85,182.32,2024,August,Q3
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30,305.74,2024,March,Q1
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104,58.59,2024,June,Q2
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156,58.62,2024,April,Q2
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31,190.42,2024,January,Q1
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131,25.02,2024,August,Q3
